date,und,expiry,strike,type,oi_prev,oi_now,d_oi,prev_volume,spot
2026-08-08,QQQ,2026-08-14,655.0,P,0,14117,14117,0,723.03
2026-08-08,SPY,2026-08-14,758.0,C,0,13940,13940,0,773.26
2026-08-08,QQQ,2026-08-14,735.0,C,0,13578,13578,0,723.03
2026-08-08,SPY,2026-08-10,750.0,P,0,12637,12637,4492,773.26
2026-08-08,QQQ,2026-08-14,700.0,C,0,10697,10697,0,723.03
2026-08-08,SPY,2026-08-14,763.0,P,0,10552,10552,0,773.26
2026-08-08,QQQ,2026-08-14,730.0,C,0,10019,10019,0,723.03
2026-08-08,QQQ,2026-08-14,740.0,C,0,9944,9944,0,723.03
2026-08-08,SPY,2026-08-11,735.0,P,0,9736,9736,0,773.26
2026-08-08,SPY,2026-08-14,800.0,C,0,9662,9662,0,773.26
2026-08-08,SPY,2026-08-14,720.0,P,0,9042,9042,0,773.26
2026-08-08,SPY,2026-08-14,700.0,P,0,8696,8696,0,773.26
2026-08-08,QQQ,2026-08-14,715.0,P,0,7819,7819,0,723.03
2026-08-08,QQQ,2026-08-14,705.0,P,0,7818,7818,0,723.03
2026-08-08,QQQ,2026-08-10,740.0,C,0,7731,7731,5243,723.03
2026-08-08,SPY,2026-08-14,760.0,P,0,7686,7686,0,773.26
2026-08-08,SPY,2026-08-14,723.0,P,0,7671,7671,0,773.26
2026-08-08,QQQ,2026-08-14,700.0,P,0,7669,7669,0,723.03
2026-08-08,QQQ,2026-08-11,660.0,P,0,7454,7454,0,723.03
2026-08-08,QQQ,2026-08-14,690.0,P,0,7440,7440,0,723.03
2026-08-08,SPY,2026-08-10,780.0,C,0,7378,7378,15177,773.26
2026-08-08,SPY,2026-08-10,732.0,P,0,7257,7257,0,773.26
2026-08-08,SPY,2026-08-14,770.0,C,0,7257,7257,0,773.26
2026-08-08,SPY,2026-08-14,765.0,P,0,7088,7088,0,773.26
2026-08-08,SPY,2026-08-14,733.0,P,0,6462,6462,0,773.26
2026-08-08,SPY,2026-08-14,790.0,C,0,6179,6179,0,773.26
2026-08-08,SPY,2026-08-14,785.0,C,0,6162,6162,0,773.26
2026-08-08,SPY,2026-08-14,730.0,P,0,5983,5983,0,773.26
2026-08-08,SPY,2026-08-14,771.0,C,0,5908,5908,0,773.26
2026-08-08,QQQ,2026-08-10,730.0,C,0,5845,5845,5748,723.03
2026-08-08,SPY,2026-08-14,780.0,C,0,5775,5775,0,773.26
2026-08-08,QQQ,2026-08-14,710.0,P,0,5661,5661,0,723.03
2026-08-08,SPY,2026-08-14,742.0,P,0,5586,5586,0,773.26
2026-08-08,SPY,2026-08-10,760.0,P,0,5369,5369,15231,773.26
2026-08-08,QQQ,2026-08-10,745.0,C,0,5268,5268,711,723.03
2026-08-08,QQQ,2026-08-10,680.0,P,0,5196,5196,3477,723.03
2026-08-08,QQQ,2026-08-14,680.0,P,0,5142,5142,0,723.03
2026-08-08,QQQ,2026-08-14,665.0,P,0,5100,5100,0,723.03
2026-08-08,SPY,2026-08-14,770.0,P,0,5050,5050,0,773.26
2026-08-08,QQQ,2026-08-14,725.0,C,0,5050,5050,0,723.03
2026-08-08,QQQ,2026-08-12,695.0,P,0,5041,5041,0,723.03
2026-08-10,SPY,2026-08-14,780.0,C,5775,145531,139756,147834,773.26
2026-08-10,SPY,2026-08-14,788.0,C,0,139721,139721,0,773.26
2026-08-10,SPY,2026-08-11,806.0,C,0,19759,19759,0,773.26
2026-08-10,SPY,2026-08-11,807.0,C,0,19540,19540,0,773.26
2026-08-10,SPY,2026-08-10,740.0,P,3674,18761,15087,16562,773.26
2026-08-10,SPY,2026-08-10,741.0,P,918,15579,14661,16047,773.26
2026-08-10,SPY,2026-08-10,765.0,P,0,14055,14055,0,773.26
2026-08-10,SPY,2026-08-14,767.0,P,509,10763,10254,11604,773.26
2026-08-10,SPY,2026-08-10,760.0,P,5369,14378,9009,32091,773.26
2026-08-10,SPY,2026-08-10,770.0,P,0,8829,8829,0,773.26
2026-08-10,SPY,2026-08-10,773.0,C,1997,10190,8193,90163,773.26
2026-08-10,SPY,2026-08-10,768.0,P,0,7669,7669,0,773.26
2026-08-10,SPY,2026-08-10,779.0,C,2136,9535,7399,36800,773.26
2026-08-10,SPY,2026-08-10,775.0,C,3792,10945,7153,80999,773.26
2026-08-10,QQQ,2026-08-13,670.0,P,323,7219,6896,7166,723.03
2026-08-10,SPY,2026-08-10,769.0,P,0,6674,6674,0,773.26
2026-08-10,SPY,2026-08-10,772.0,P,0,6420,6420,0,773.26
2026-08-10,QQQ,2026-08-10,710.0,P,2016,8072,6056,17995,723.03
2026-08-10,SPY,2026-08-10,780.0,C,7378,13144,5766,64070,773.26
2026-08-10,SPY,2026-08-13,804.0,C,0,5495,5495,0,773.26
2026-08-10,SPY,2026-08-10,737.0,P,3439,8885,5446,7256,773.26
2026-08-10,SPY,2026-08-10,766.0,P,0,5257,5257,0,773.26
2026-08-10,SPY,2026-08-10,736.0,P,1007,6187,5180,7339,773.26
2026-08-10,SPY,2026-08-10,767.0,P,0,5115,5115,0,773.26
2026-08-11,QQQ,2026-08-11,650.0,P,0,8164,8164,0,720.87
2026-08-11,QQQ,2026-08-12,650.0,P,0,6165,6165,0,720.87
2026-08-12,SPY,2026-08-14,770.0,P,8929,43399,34470,42343,770.56
2026-08-12,SPY,2026-08-14,755.0,P,5119,36942,31823,35614,770.56
2026-08-12,SPY,2026-08-12,765.0,P,1752,19238,17486,29545,770.56
2026-08-12,SPY,2026-08-12,769.0,P,2219,18429,16210,7388,770.56
2026-08-12,QQQ,2026-08-18,740.0,C,0,12761,12761,0,718.45
2026-08-12,SPY,2026-08-14,760.0,P,10356,20107,9751,18330,770.56
2026-08-12,SPY,2026-08-12,767.0,P,1041,10264,9223,14928,770.56
2026-08-12,SPY,2026-08-12,760.0,P,8542,17547,9005,7559,770.56
2026-08-12,SPY,2026-08-12,780.0,C,3140,12006,8866,13323,770.56
2026-08-12,QQQ,2026-08-12,710.0,P,1274,9865,8591,7293,718.45
2026-08-12,QQQ,2026-08-12,725.0,C,866,8952,8086,11664,718.45
2026-08-12,SPY,2026-08-12,774.0,C,1016,9065,8049,10276,770.56
2026-08-12,QQQ,2026-08-14,700.0,P,10107,17816,7709,7673,718.45
2026-08-12,QQQ,2026-08-12,730.0,C,2672,10310,7638,4784,718.45
2026-08-12,SPY,2026-08-12,761.0,P,636,8196,7560,1384,770.56
2026-08-12,SPY,2026-08-12,777.0,C,1260,8769,7509,8358,770.56
2026-08-12,QQQ,2026-08-12,715.0,P,790,8173,7383,4735,718.45
2026-08-12,SPY,2026-08-12,775.0,C,1731,9075,7344,11867,770.56
2026-08-12,SPY,2026-08-12,762.0,P,1512,8725,7213,2567,770.56
2026-08-12,QQQ,2026-08-17,670.0,P,600,7740,7140,111,718.45
2026-08-12,SPY,2026-08-12,771.0,P,1507,8617,7110,15025,770.56
2026-08-12,QQQ,2026-08-14,725.0,C,5928,13024,7096,9570,718.45
2026-08-12,QQQ,2026-08-13,730.0,C,1535,8352,6817,1717,718.45
2026-08-12,QQQ,2026-08-14,675.0,P,2600,9189,6589,8132,718.45
2026-08-12,QQQ,2026-08-12,708.0,P,309,6805,6496,603,718.45
2026-08-12,SPY,2026-08-12,773.0,P,1175,7507,6332,14229,770.56
2026-08-12,SPY,2026-08-12,770.0,P,2467,8696,6229,13596,770.56
2026-08-12,SPY,2026-08-12,773.0,C,1566,7763,6197,8889,770.56
2026-08-12,SPY,2026-08-18,749.0,P,0,6121,6121,0,770.56
2026-08-12,QQQ,2026-08-14,740.0,C,9533,15534,6001,6515,718.45
2026-08-12,SPY,2026-08-12,776.0,C,569,6445,5876,4518,770.56
2026-08-12,QQQ,2026-08-17,660.0,P,484,6191,5707,633,718.45
2026-08-12,SPY,2026-08-12,771.0,C,2187,7831,5644,1547,770.56
2026-08-12,QQQ,2026-08-18,745.0,C,0,5587,5587,0,718.45
2026-08-12,SPY,2026-08-12,798.0,C,544,6013,5469,109,770.56
2026-08-12,SPY,2026-08-12,768.0,P,1395,6737,5342,10797,770.56
2026-08-12,SPY,2026-08-12,772.0,C,1761,7056,5295,7149,770.56
2026-08-12,QQQ,2026-08-12,720.0,P,2675,7927,5252,7548,718.45
2026-08-12,SPY,2026-08-14,806.0,C,436,5616,5180,500,770.56
2026-08-12,SPY,2026-08-14,807.0,C,0,5093,5093,0,770.56
2026-08-12,QQQ,2026-08-12,739.0,C,110,5192,5082,5285,718.45
2026-08-12,QQQ,2026-08-12,719.0,C,263,5284,5021,879,718.45
2026-08-13,SPY,2026-08-13,779.0,C,952,10140,9188,1721,777.88
2026-08-13,SPY,2026-08-13,720.0,P,1640,9447,7807,10,777.88
2026-08-13,SPY,2026-08-13,764.0,P,836,8491,7655,1833,777.88
2026-08-13,SPY,2026-08-13,777.0,C,2639,10143,7504,9843,777.88
2026-08-13,SPY,2026-08-13,772.0,P,3443,10890,7447,7420,777.88
2026-08-13,QQQ,2026-08-18,675.0,P,681,8011,7330,230,732.07
2026-08-13,SPY,2026-08-13,770.0,P,3770,10768,6998,12638,777.88
2026-08-13,QQQ,2026-08-13,710.0,P,1693,8406,6713,2115,732.07
2026-08-13,SPY,2026-08-13,780.0,C,2397,8558,6161,3591,777.88
2026-08-13,QQQ,2026-08-13,730.0,C,8352,14313,5961,10189,732.07
2026-08-13,QQQ,2026-08-13,733.0,C,496,6032,5536,712,732.07
2026-08-13,SPY,2026-08-18,756.0,P,667,6181,5514,713,777.88
2026-08-13,SPY,2026-08-13,722.0,P,0,5348,5348,0,777.88
2026-08-13,QQQ,2026-08-13,716.0,P,990,6035,5045,2359,732.07
2026-08-13,SPY,2026-08-13,717.0,P,0,5008,5008,0,777.88
